# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 21 09:12:17 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_eqt,pl_rade
Kepler-11,b,Kepler-11 b,Transit,,1.800
Kepler-11,c,Kepler-11 c,Transit,,2.870
Kepler-11,d,Kepler-11 d,Transit,,3.120
Kepler-11,e,Kepler-11 e,Transit,,4.190
Kepler-11,f,Kepler-11 f,Transit,,2.490
Kepler-11,g,Kepler-11 g,Transit,,3.330
Kepler-110,b,Kepler-110 b,Transit,,1.830
Kepler-110,c,Kepler-110 c,Transit,,2.210
Kepler-1100,b,Kepler-1100 b,Transit,,1.750
Kepler-1101,b,Kepler-1101 b,Transit,,2.470
Kepler-1102,b,Kepler-1102 b,Transit,,2.660
Kepler-1103,b,Kepler-1103 b,Transit,,2.270
Kepler-1104,b,Kepler-1104 b,Transit,,1.230
Kepler-1105,b,Kepler-1105 b,Transit,,2.010
Kepler-1106,b,Kepler-1106 b,Transit,,1.650
Kepler-1107,b,Kepler-1107 b,Transit,,1.340
Kepler-1108,b,Kepler-1108 b,Transit,,1.460
Kepler-1109,b,Kepler-1109 b,Transit,,2.190
Kepler-111,b,Kepler-111 b,Transit,,1.580
Kepler-111,c,Kepler-111 c,Transit,,7.300
Kepler-1110,b,Kepler-1110 b,Transit,,2.660
Kepler-1111,b,Kepler-1111 b,Transit,,2.000
Kepler-1112,b,Kepler-1112 b,Transit,,3.020
Kepler-1113,b,Kepler-1113 b,Transit,,2.810
Kepler-1114,b,Kepler-1114 b,Transit,,1.350
Kepler-1115,b,Kepler-1115 b,Transit,,1.700
Kepler-1116,b,Kepler-1116 b,Transit,,2.540
Kepler-1117,b,Kepler-1117 b,Transit,,1.110
Kepler-1118,b,Kepler-1118 b,Transit,,2.740
Kepler-1119,b,Kepler-1119 b,Transit,,1.920
Kepler-112,b,Kepler-112 b,Transit,,2.360
Kepler-112,c,Kepler-112 c,Transit,,2.400
Kepler-1120,b,Kepler-1120 b,Transit,,1.380
Kepler-1121,b,Kepler-1121 b,Transit,,1.910
Kepler-1122,b,Kepler-1122 b,Transit,,2.040
Kepler-1123,b,Kepler-1123 b,Transit,,1.670
Kepler-1124,b,Kepler-1124 b,Transit,,1.280
Kepler-1125,b,Kepler-1125 b,Transit,,1.840
Kepler-1126,b,Kepler-1126 b,Transit,,1.730
Kepler-1127,b,Kepler-1127 b,Transit,,1.960
Kepler-1128,b,Kepler-1128 b,Transit,,3.650
Kepler-1129,b,Kepler-1129 b,Transit,,2.960
Kepler-1129,c,Kepler-1129 c,Transit,,2.730
Kepler-113,b,Kepler-113 b,Transit,,1.820
Kepler-113,c,Kepler-113 c,Transit,,2.180
Kepler-1130,b,Kepler-1130 b,Transit,,0.800
Kepler-1131,b,Kepler-1131 b,Transit,,1.590
Kepler-1132,b,Kepler-1132 b,Transit,,2.350
Kepler-1133,b,Kepler-1133 b,Transit,,1.970
Kepler-1134,b,Kepler-1134 b,Transit,,2.640
Kepler-1135,b,Kepler-1135 b,Transit,,1.850
Kepler-1136,b,Kepler-1136 b,Transit,,1.640
Kepler-1137,b,Kepler-1137 b,Transit,,2.200
Kepler-1138,b,Kepler-1138 b,Transit,,1.700
Kepler-1139,b,Kepler-1139 b,Transit,,1.190
Kepler-114,b,Kepler-114 b,Transit,,1.260
Kepler-114,c,Kepler-114 c,Transit,,1.600
Kepler-114,d,Kepler-114 d,Transit,,2.530
Kepler-1140,b,Kepler-1140 b,Transit,,2.770
Kepler-1141,b,Kepler-1141 b,Transit,,0.820
Kepler-1142,b,Kepler-1142 b,Transit,,1.470
Kepler-1143,b,Kepler-1143 b,Transit,,1.670
Kepler-1143,c,Kepler-1143 c,Transit,,3.600
Kepler-1144,b,Kepler-1144 b,Transit,,1.990
Kepler-1145,b,Kepler-1145 b,Transit,,1.400
Kepler-1146,b,Kepler-1146 b,Transit,,1.230
Kepler-1147,b,Kepler-1147 b,Transit,,2.610
Kepler-1148,b,Kepler-1148 b,Transit,,1.690
Kepler-1149,b,Kepler-1149 b,Transit,,1.440
Kepler-115,b,Kepler-115 b,Transit,,1.090
Kepler-115,c,Kepler-115 c,Transit,,2.600
Kepler-1150,b,Kepler-1150 b,Transit,,1.020
Kepler-1151,b,Kepler-1151 b,Transit,,2.220
Kepler-1152,b,Kepler-1152 b,Transit,,0.870
Kepler-1153,b,Kepler-1153 b,Transit,,1.730
Kepler-1154,b,Kepler-1154 b,Transit,,2.340
Kepler-1154,c,Kepler-1154 c,Transit,,2.360
Kepler-1155,b,Kepler-1155 b,Transit,,2.030
Kepler-1156,b,Kepler-1156 b,Transit,,1.320
Kepler-1157,b,Kepler-1157 b,Transit,,1.090
Kepler-1158,b,Kepler-1158 b,Transit,,2.340
Kepler-1159,b,Kepler-1159 b,Transit,,2.370
Kepler-116,b,Kepler-116 b,Transit,,3.420
Kepler-116,c,Kepler-116 c,Transit,,2.300
Kepler-1160,b,Kepler-1160 b,Transit,,2.140
Kepler-1161,b,Kepler-1161 b,Transit,,2.130
Kepler-1162,b,Kepler-1162 b,Transit,,2.210
Kepler-1163,b,Kepler-1163 b,Transit,,1.030
Kepler-1164,b,Kepler-1164 b,Transit,,1.120
Kepler-1165,b,Kepler-1165 b,Transit,,1.550
Kepler-1166,b,Kepler-1166 b,Transit,,1.690
Kepler-1167,b,Kepler-1167 b,Transit,,1.710
Kepler-1168,b,Kepler-1168 b,Transit,,2.500
Kepler-1169,b,Kepler-1169 b,Transit,,0.940
Kepler-117,b,Kepler-117 b,Transit,984,8.059
Kepler-117,c,Kepler-117 c,Transit,704,12.341
Kepler-1170,b,Kepler-1170 b,Transit,,2.410
Kepler-1171,b,Kepler-1171 b,Transit,,2.560
Kepler-1172,b,Kepler-1172 b,Transit,,3.200
Kepler-1173,b,Kepler-1173 b,Transit,,0.890
Kepler-1174,b,Kepler-1174 b,Transit,,1.590
Kepler-1175,b,Kepler-1175 b,Transit,,2.990
Kepler-1176,b,Kepler-1176 b,Transit,,2.450
Kepler-1177,b,Kepler-1177 b,Transit,,1.900
Kepler-1178,b,Kepler-1178 b,Transit,,1.070
Kepler-1179,b,Kepler-1179 b,Transit,,1.320
Kepler-118,b,Kepler-118 b,Transit,,1.960
Kepler-118,c,Kepler-118 c,Transit,,7.680
Kepler-1180,b,Kepler-1180 b,Transit,,1.990
Kepler-1181,b,Kepler-1181 b,Transit,,1.570
Kepler-1182,b,Kepler-1182 b,Transit,,2.410
Kepler-1183,b,Kepler-1183 b,Transit,,2.820
Kepler-1184,b,Kepler-1184 b,Transit,,2.680
Kepler-1185,b,Kepler-1185 b,Transit,,1.330
Kepler-1186,b,Kepler-1186 b,Transit,,2.230
Kepler-1187,b,Kepler-1187 b,Transit,,2.610
Kepler-1188,b,Kepler-1188 b,Transit,,2.080
Kepler-1189,b,Kepler-1189 b,Transit,,1.770
Kepler-119,b,Kepler-119 b,Transit,,3.600
Kepler-119,c,Kepler-119 c,Transit,,0.920
Kepler-1190,b,Kepler-1190 b,Transit,,1.330
Kepler-1191,b,Kepler-1191 b,Transit,,1.510
Kepler-1192,b,Kepler-1192 b,Transit,,2.360
Kepler-1193,b,Kepler-1193 b,Transit,,1.320
Kepler-1194,b,Kepler-1194 b,Transit,,1.510
Kepler-1195,b,Kepler-1195 b,Transit,,2.080
Kepler-1196,b,Kepler-1196 b,Transit,,2.230
Kepler-1197,b,Kepler-1197 b,Transit,,1.250
Kepler-1198,b,Kepler-1198 b,Transit,,1.470
Kepler-1199,b,Kepler-1199 b,Transit,,1.150
Kepler-12,b,Kepler-12 b,Transit,1480,19.661
Kepler-120,b,Kepler-120 b,Transit,,2.150
Kepler-120,c,Kepler-120 c,Transit,,1.530
Kepler-1200,b,Kepler-1200 b,Transit,,1.060
Kepler-1201,b,Kepler-1201 b,Transit,,2.290
Kepler-1202,b,Kepler-1202 b,Transit,,2.940
Kepler-1203,b,Kepler-1203 b,Transit,,1.060
Kepler-1204,b,Kepler-1204 b,Transit,,3.050
Kepler-1205,b,Kepler-1205 b,Transit,,1.410
Kepler-1206,b,Kepler-1206 b,Transit,,1.640
Kepler-1207,b,Kepler-1207 b,Transit,,1.620
Kepler-1208,b,Kepler-1208 b,Transit,,2.320
Kepler-1209,b,Kepler-1209 b,Transit,,1.510
Kepler-121,b,Kepler-121 b,Transit,,2.340
Kepler-121,c,Kepler-121 c,Transit,,2.270
Kepler-1210,b,Kepler-1210 b,Transit,,1.700
Kepler-1211,b,Kepler-1211 b,Transit,,2.550
Kepler-1212,b,Kepler-1212 b,Transit,,2.140
Kepler-1213,b,Kepler-1213 b,Transit,,1.190
Kepler-1214,b,Kepler-1214 b,Transit,,2.360
Kepler-1215,b,Kepler-1215 b,Transit,,1.220
Kepler-1216,b,Kepler-1216 b,Transit,,1.390
Kepler-1217,b,Kepler-1217 b,Transit,,1.990
Kepler-1218,b,Kepler-1218 b,Transit,,1.440
Kepler-1219,b,Kepler-1219 b,Transit,,2.120
Kepler-122,b,Kepler-122 b,Transit,,2.340
Kepler-122,c,Kepler-122 c,Transit,,5.870
Kepler-122,d,Kepler-122 d,Transit,,2.200
Kepler-122,e,Kepler-122 e,Transit,,2.600
Kepler-122,f,Kepler-122 f,Transit Timing Variations,,1.750
Kepler-1220,b,Kepler-1220 b,Transit,,1.520
Kepler-1221,b,Kepler-1221 b,Transit,,1.880
Kepler-1222,b,Kepler-1222 b,Transit,,0.790
Kepler-1223,b,Kepler-1223 b,Transit,,1.220
Kepler-1224,b,Kepler-1224 b,Transit,,1.330
Kepler-1225,b,Kepler-1225 b,Transit,,1.820
Kepler-1226,b,Kepler-1226 b,Transit,,1.450
Kepler-1227,b,Kepler-1227 b,Transit,,2.290
Kepler-1228,b,Kepler-1228 b,Transit,,1.540
Kepler-1229,b,Kepler-1229 b,Transit,,1.400
Kepler-123,b,Kepler-123 b,Transit,,2.940
Kepler-123,c,Kepler-123 c,Transit,,1.480
Kepler-1230,b,Kepler-1230 b,Transit,,2.710
Kepler-1231,b,Kepler-1231 b,Transit,,1.420
Kepler-1232,b,Kepler-1232 b,Transit,,1.930
Kepler-1233,b,Kepler-1233 b,Transit,,2.600
Kepler-1234,b,Kepler-1234 b,Transit,,2.810
Kepler-1235,b,Kepler-1235 b,Transit,,0.790
Kepler-1236,b,Kepler-1236 b,Transit,,2.140
Kepler-1237,b,Kepler-1237 b,Transit,,2.860
Kepler-1238,b,Kepler-1238 b,Transit,,1.930
Kepler-1239,b,Kepler-1239 b,Transit,,2.900
Kepler-124,b,Kepler-124 b,Transit,,0.730
Kepler-124,c,Kepler-124 c,Transit,,1.750
Kepler-124,d,Kepler-124 d,Transit,,1.110
Kepler-1240,b,Kepler-1240 b,Transit,,1.150
Kepler-1241,b,Kepler-1241 b,Transit,,2.630
Kepler-1242,b,Kepler-1242 b,Transit,,2.260
Kepler-1243,b,Kepler-1243 b,Transit,,1.750
Kepler-1244,b,Kepler-1244 b,Transit,,1.350
Kepler-1245,b,Kepler-1245 b,Transit,,1.440
Kepler-1245,c,Kepler-1245 c,Transit,,1.440
Kepler-1246,b,Kepler-1246 b,Transit,,1.360
Kepler-1247,b,Kepler-1247 b,Transit,,2.330
Kepler-1248,b,Kepler-1248 b,Transit,,1.180
Kepler-1249,b,Kepler-1249 b,Transit,,2.380
Kepler-125,b,Kepler-125 b,Transit,,2.370
Kepler-125,c,Kepler-125 c,Transit,,0.740
Kepler-1250,b,Kepler-1250 b,Transit,,1.920
Kepler-1251,b,Kepler-1251 b,Transit,,1.840
Kepler-1252,b,Kepler-1252 b,Transit,,1.670
Kepler-1253,b,Kepler-1253 b,Transit,,1.330
Kepler-1254,b,Kepler-1254 b,Transit,,1.550
Kepler-1254,c,Kepler-1254 c,Transit,,1.300
Kepler-1254,d,Kepler-1254 d,Transit,,1.310
Kepler-1255,b,Kepler-1255 b,Transit,,2.320
Kepler-1256,b,Kepler-1256 b,Transit,,1.490
Kepler-1257,b,Kepler-1257 b,Transit,,1.520
Kepler-1258,b,Kepler-1258 b,Transit,,0.860
Kepler-1259,b,Kepler-1259 b,Transit,,1.430
Kepler-126,b,Kepler-126 b,Transit,,1.520
Kepler-126,c,Kepler-126 c,Transit,,1.580
Kepler-126,d,Kepler-126 d,Transit,,2.500
Kepler-1260,b,Kepler-1260 b,Transit,,1.770
Kepler-1261,b,Kepler-1261 b,Transit,,2.260
Kepler-1262,b,Kepler-1262 b,Transit,,1.820
Kepler-1263,b,Kepler-1263 b,Transit,,1.140
Kepler-1264,b,Kepler-1264 b,Transit,,1.180
Kepler-1265,b,Kepler-1265 b,Transit,,1.350
Kepler-1266,b,Kepler-1266 b,Transit,,2.580
Kepler-1267,b,Kepler-1267 b,Transit,,3.010
Kepler-1268,b,Kepler-1268 b,Transit,,2.030
Kepler-1269,b,Kepler-1269 b,Transit,,1.630
Kepler-127,b,Kepler-127 b,Transit,,1.400
Kepler-127,c,Kepler-127 c,Transit,,2.660
Kepler-127,d,Kepler-127 d,Transit,,2.640
Kepler-1270,b,Kepler-1270 b,Transit,,3.320
Kepler-1271,b,Kepler-1271 b,Transit,,1.480
Kepler-1272,b,Kepler-1272 b,Transit,,2.370
Kepler-1273,b,Kepler-1273 b,Transit,,2.490
Kepler-1274,b,Kepler-1274 b,Transit,,1.420
Kepler-1275,b,Kepler-1275 b,Transit,,1.480
Kepler-1276,b,Kepler-1276 b,Transit,,1.190
Kepler-1277,b,Kepler-1277 b,Transit,,1.600
Kepler-1278,b,Kepler-1278 b,Transit,,1.010
Kepler-1279,b,Kepler-1279 b,Transit,,1.750
Kepler-128,b,Kepler-128 b,Transit,,1.430
Kepler-128,c,Kepler-128 c,Transit,,1.340
Kepler-1280,b,Kepler-1280 b,Transit,,1.870
Kepler-1281,b,Kepler-1281 b,Transit,,1.640
Kepler-1282,b,Kepler-1282 b,Transit,,1.550
Kepler-1283,b,Kepler-1283 b,Transit,,1.910
Kepler-1284,b,Kepler-1284 b,Transit,,1.210
Kepler-1285,b,Kepler-1285 b,Transit,,0.970
Kepler-1286,b,Kepler-1286 b,Transit,,2.150
Kepler-1287,b,Kepler-1287 b,Transit,,1.540
Kepler-1288,b,Kepler-1288 b,Transit,,1.120
Kepler-1289,b,Kepler-1289 b,Transit,,1.520
Kepler-129,b,Kepler-129 b,Transit,,2.370
Kepler-129,c,Kepler-129 c,Transit,,2.550
Kepler-1290,b,Kepler-1290 b,Transit,,1.420
Kepler-1291,b,Kepler-1291 b,Transit,,1.660
Kepler-1292,b,Kepler-1292 b,Transit,,1.820
Kepler-1293,b,Kepler-1293 b,Transit,,0.970
Kepler-1294,b,Kepler-1294 b,Transit,,3.190
Kepler-1295,b,Kepler-1295 b,Transit,,1.550
Kepler-1296,b,Kepler-1296 b,Transit,,0.910
Kepler-1297,b,Kepler-1297 b,Transit,,0.970
Kepler-1298,b,Kepler-1298 b,Transit,,1.310
Kepler-1299,b,Kepler-1299 b,Transit,,2.980
Kepler-130,b,Kepler-130 b,Transit,,1.020
Kepler-130,c,Kepler-130 c,Transit,683,2.900
Kepler-130,d,Kepler-130 d,Transit,,1.640
Kepler-1300,b,Kepler-1300 b,Transit,,1.370
Kepler-1301,b,Kepler-1301 b,Transit,,1.400
Kepler-1302,b,Kepler-1302 b,Transit,,1.430
Kepler-1303,b,Kepler-1303 b,Transit,,1.420
Kepler-1304,b,Kepler-1304 b,Transit,,2.290
Kepler-1305,b,Kepler-1305 b,Transit,,1.880
Kepler-1306,b,Kepler-1306 b,Transit,,1.910
Kepler-1307,b,Kepler-1307 b,Transit,,2.470
Kepler-1308,b,Kepler-1308 b,Transit,,0.520
Kepler-1309,b,Kepler-1309 b,Transit,,2.370
Kepler-131,b,Kepler-131 b,Transit,,2.410
Kepler-131,c,Kepler-131 c,Transit,,0.840
Kepler-1310,b,Kepler-1310 b,Transit,,1.440
Kepler-1311,b,Kepler-1311 b,Transit,,1.240
Kepler-1311,c,Kepler-1311 c,Transit,,1.220
Kepler-1312,b,Kepler-1312 b,Transit,,2.100
Kepler-1313,b,Kepler-1313 b,Transit,,1.760
Kepler-1314,b,Kepler-1314 b,Transit,,5.110
Kepler-1315,b,Kepler-1315 b,Transit,,1.380
Kepler-1316,b,Kepler-1316 b,Transit,,3.540
Kepler-1317,b,Kepler-1317 b,Transit,,1.560
Kepler-1318,b,Kepler-1318 b,Transit,,3.110
Kepler-1319,b,Kepler-1319 b,Transit,,1.340
Kepler-132,b,Kepler-132 b,Transit,,1.210
Kepler-132,c,Kepler-132 c,Transit,,1.280
Kepler-132,d,Kepler-132 d,Transit,,1.550
Kepler-132,e,Kepler-132 e,Transit,,1.180
Kepler-1320,b,Kepler-1320 b,Transit,,1.700
Kepler-1321,b,Kepler-1321 b,Transit,,4.920
Kepler-1321,c,Kepler-1321 c,Transit,,2.400
Kepler-1322,b,Kepler-1322 b,Transit,,1.610
Kepler-1323,b,Kepler-1323 b,Transit,,1.520
Kepler-1324,b,Kepler-1324 b,Transit,,1.510
Kepler-1325,b,Kepler-1325 b,Transit,,2.860
Kepler-1326,b,Kepler-1326 b,Transit,,4.180
Kepler-1327,b,Kepler-1327 b,Transit,,1.800
Kepler-1328,b,Kepler-1328 b,Transit,,0.980
Kepler-1329,b,Kepler-1329 b,Transit,,2.170
Kepler-133,b,Kepler-133 b,Transit,,1.760
Kepler-133,c,Kepler-133 c,Transit,,2.840
Kepler-1330,b,Kepler-1330 b,Transit,,1.650
Kepler-1331,b,Kepler-1331 b,Transit,,1.050
Kepler-1332,b,Kepler-1332 b,Transit,,1.370
Kepler-1333,b,Kepler-1333 b,Transit,,2.810
Kepler-1334,b,Kepler-1334 b,Transit,,2.290
Kepler-1335,b,Kepler-1335 b,Transit,,1.450
Kepler-1336,b,Kepler-1336 b,Transit,,1.980
Kepler-1336,c,Kepler-1336 c,Transit,,1.710
Kepler-1337,b,Kepler-1337 b,Transit,,2.410
Kepler-1338,b,Kepler-1338 b,Transit,,0.920
Kepler-1339,b,Kepler-1339 b,Transit,,0.710
Kepler-134,b,Kepler-134 b,Transit,,2.000
Kepler-134,c,Kepler-134 c,Transit,,1.260
Kepler-1340,b,Kepler-1340 b,Transit,,1.550
Kepler-1341,b,Kepler-1341 b,Transit,,2.990
Kepler-1342,b,Kepler-1342 b,Transit,,1.660
Kepler-1343,b,Kepler-1343 b,Transit,,1.930
Kepler-1344,b,Kepler-1344 b,Transit,,1.840
Kepler-1345,b,Kepler-1345 b,Transit,,2.360
Kepler-1346,b,Kepler-1346 b,Transit,,1.580
Kepler-1347,b,Kepler-1347 b,Transit,,1.030
Kepler-1348,b,Kepler-1348 b,Transit,,1.940
Kepler-1349,b,Kepler-1349 b,Transit,,0.700
Kepler-135,b,Kepler-135 b,Transit,,1.810
Kepler-135,c,Kepler-135 c,Transit,,1.160
Kepler-1350,b,Kepler-1350 b,Transit,,2.520
Kepler-1350,c,Kepler-1350 c,Transit,,1.730
Kepler-1351,b,Kepler-1351 b,Transit,,0.650
Kepler-1352,b,Kepler-1352 b,Transit,,0.890
Kepler-1353,b,Kepler-1353 b,Transit,,1.800
Kepler-1354,b,Kepler-1354 b,Transit,,2.970
Kepler-1355,b,Kepler-1355 b,Transit,,1.460
Kepler-1356,b,Kepler-1356 b,Transit,,1.530
Kepler-1357,b,Kepler-1357 b,Transit,,1.280
Kepler-1358,b,Kepler-1358 b,Transit,,1.120
Kepler-1359,b,Kepler-1359 b,Transit,,2.830
Kepler-136,b,Kepler-136 b,Transit,,2.050
Kepler-136,c,Kepler-136 c,Transit,,1.990
Kepler-1360,b,Kepler-1360 b,Transit,,3.400
Kepler-1361,b,Kepler-1361 b,Transit,,0.860
Kepler-1362,b,Kepler-1362 b,Transit,,2.600
Kepler-1363,b,Kepler-1363 b,Transit,,1.250
Kepler-1364,b,Kepler-1364 b,Transit,,2.150
Kepler-1365,b,Kepler-1365 b,Transit,,0.920
Kepler-1365,c,Kepler-1365 c,Transit,,0.800
Kepler-1366,b,Kepler-1366 b,Transit,,1.430
Kepler-1367,b,Kepler-1367 b,Transit,,0.920
Kepler-1368,b,Kepler-1368 b,Transit,,1.650
Kepler-1369,b,Kepler-1369 b,Transit,,2.690
Kepler-137,b,Kepler-137 b,Transit,,1.470
Kepler-137,c,Kepler-137 c,Transit,,1.880
Kepler-1370,b,Kepler-1370 b,Transit,,1.840
Kepler-1370,c,Kepler-1370 c,Transit,,1.270
Kepler-1371,b,Kepler-1371 b,Transit,,0.730
Kepler-1371,c,Kepler-1371 c,Transit,,0.640
Kepler-1372,b,Kepler-1372 b,Transit,,1.270
Kepler-1373,b,Kepler-1373 b,Transit,,1.160
Kepler-1374,b,Kepler-1374 b,Transit,,2.290
Kepler-1375,b,Kepler-1375 b,Transit,,1.740
Kepler-1376,b,Kepler-1376 b,Transit,,1.050
Kepler-1377,b,Kepler-1377 b,Transit,,1.250
Kepler-1378,b,Kepler-1378 b,Transit,,2.200
Kepler-1379,b,Kepler-1379 b,Transit,,1.300
Kepler-138,b,Kepler-138 b,Transit,,0.522
Kepler-138,c,Kepler-138 c,Transit,,1.197
Kepler-138,d,Kepler-138 d,Transit,,1.212
Kepler-1380,b,Kepler-1380 b,Transit,,1.430
Kepler-1381,b,Kepler-1381 b,Transit,,2.250
Kepler-1382,b,Kepler-1382 b,Transit,,1.880
Kepler-1383,b,Kepler-1383 b,Transit,,1.410
Kepler-1384,b,Kepler-1384 b,Transit,,1.940
Kepler-1385,b,Kepler-1385 b,Transit,,0.850
Kepler-1386,b,Kepler-1386 b,Transit,,1.240
Kepler-1387,b,Kepler-1387 b,Transit,,0.930
Kepler-1388,b,Kepler-1388 b,Transit,,2.590
Kepler-1388,c,Kepler-1388 c,Transit,,2.260
Kepler-1388,d,Kepler-1388 d,Transit,,2.860
Kepler-1388,e,Kepler-1388 e,Transit,,2.460
Kepler-1389,b,Kepler-1389 b,Transit,,1.770
Kepler-139,b,Kepler-139 b,Transit,,2.940
Kepler-139,c,Kepler-139 c,Transit,,3.380
Kepler-1390,b,Kepler-1390 b,Transit,,1.180
Kepler-1391,b,Kepler-1391 b,Transit,,1.680
Kepler-1392,b,Kepler-1392 b,Transit,,1.960
Kepler-1393,b,Kepler-1393 b,Transit,,0.800
Kepler-1394,b,Kepler-1394 b,Transit,,1.390
Kepler-1395,b,Kepler-1395 b,Transit,,0.800
Kepler-1396,b,Kepler-1396 b,Transit,,2.070
Kepler-1397,b,Kepler-1397 b,Transit,,1.720
Kepler-1398,b,Kepler-1398 b,Transit,,0.900
Kepler-1398,c,Kepler-1398 c,Transit,,1.030
Kepler-1399,b,Kepler-1399 b,Transit,,1.250
Kepler-14,b,Kepler-14 b,Transit,,12.733
Kepler-140,b,Kepler-140 b,Transit,,1.610
Kepler-140,c,Kepler-140 c,Transit,,1.800
Kepler-1400,b,Kepler-1400 b,Transit,,1.620
Kepler-1401,b,Kepler-1401 b,Transit,,1.680
Kepler-1402,b,Kepler-1402 b,Transit,,0.760
Kepler-1403,b,Kepler-1403 b,Transit,,2.140
Kepler-1404,b,Kepler-1404 b,Transit,,2.010
Kepler-1405,b,Kepler-1405 b,Transit,,3.960
Kepler-1406,b,Kepler-1406 b,Transit,,1.100
Kepler-1407,b,Kepler-1407 b,Transit,,2.250
Kepler-1408,b,Kepler-1408 b,Transit,,0.890
Kepler-1409,b,Kepler-1409 b,Transit,,1.040
Kepler-141,b,Kepler-141 b,Transit,,0.690
Kepler-141,c,Kepler-141 c,Transit,,1.410
Kepler-1410,b,Kepler-1410 b,Transit,,1.780
Kepler-1411,b,Kepler-1411 b,Transit,,2.820
Kepler-1412,b,Kepler-1412 b,Transit,,0.830
Kepler-1413,b,Kepler-1413 b,Transit,,1.820
Kepler-1414,b,Kepler-1414 b,Transit,,1.230
Kepler-1415,b,Kepler-1415 b,Transit,,1.290
Kepler-1416,b,Kepler-1416 b,Transit,,0.880
Kepler-1417,b,Kepler-1417 b,Transit,,1.000
Kepler-1418,b,Kepler-1418 b,Transit,,1.660
Kepler-1419,b,Kepler-1419 b,Transit,,2.860
Kepler-142,b,Kepler-142 b,Transit,,1.990
Kepler-142,c,Kepler-142 c,Transit,,2.860
Kepler-142,d,Kepler-142 d,Transit,,2.160
Kepler-1420,b,Kepler-1420 b,Transit,,1.280
Kepler-1421,b,Kepler-1421 b,Transit,,0.930
Kepler-1422,b,Kepler-1422 b,Transit,,2.020
Kepler-1423,b,Kepler-1423 b,Transit,,1.060
Kepler-1424,b,Kepler-1424 b,Transit,,1.160
Kepler-1425,b,Kepler-1425 b,Transit,,0.940
Kepler-1426,b,Kepler-1426 b,Transit,,1.560
Kepler-1427,b,Kepler-1427 b,Transit,,1.100
Kepler-1428,b,Kepler-1428 b,Transit,,1.640
Kepler-1429,b,Kepler-1429 b,Transit,,1.290
Kepler-143,b,Kepler-143 b,Transit,,2.410
Kepler-143,c,Kepler-143 c,Transit,,3.370
Kepler-1430,b,Kepler-1430 b,Transit,,1.180
Kepler-1431,b,Kepler-1431 b,Transit,,1.470
Kepler-1432,b,Kepler-1432 b,Transit,,2.220
Kepler-1433,b,Kepler-1433 b,Transit,,1.560
Kepler-1434,b,Kepler-1434 b,Transit,,1.110
Kepler-1435,b,Kepler-1435 b,Transit,,0.860
Kepler-1436,b,Kepler-1436 b,Transit,,1.310
Kepler-1437,b,Kepler-1437 b,Transit,,1.370
Kepler-1438,b,Kepler-1438 b,Transit,,0.940
Kepler-1439,b,Kepler-1439 b,Transit,,1.460
Kepler-144,b,Kepler-144 b,Transit,,1.330
Kepler-144,c,Kepler-144 c,Transit,,1.350
Kepler-1440,b,Kepler-1440 b,Transit,,1.260
Kepler-1441,b,Kepler-1441 b,Transit,,1.310
Kepler-1442,b,Kepler-1442 b,Transit,,3.930
Kepler-1443,b,Kepler-1443 b,Transit,,0.970
Kepler-1444,b,Kepler-1444 b,Transit,,2.180
Kepler-1445,b,Kepler-1445 b,Transit,,0.960
Kepler-1446,b,Kepler-1446 b,Transit,,0.820
Kepler-1447,b,Kepler-1447 b,Transit,,2.900
Kepler-1448,b,Kepler-1448 b,Transit,,1.610
Kepler-1449,b,Kepler-1449 b,Transit,,1.680
Kepler-145,b,Kepler-145 b,Transit,,2.650
Kepler-145,c,Kepler-145 c,Transit,,4.320
Kepler-1450,b,Kepler-1450 b,Transit,,1.710
Kepler-1451,b,Kepler-1451 b,Transit,,3.350
Kepler-1452,b,Kepler-1452 b,Transit,,2.700
Kepler-1453,b,Kepler-1453 b,Transit,,2.670
Kepler-1454,b,Kepler-1454 b,Transit,,1.880
Kepler-1455,b,Kepler-1455 b,Transit,,2.160
Kepler-1456,b,Kepler-1456 b,Transit,,1.140
Kepler-1457,b,Kepler-1457 b,Transit,,1.990
Kepler-1458,b,Kepler-1458 b,Transit,,2.760
Kepler-1459,b,Kepler-1459 b,Transit,,1.360
Kepler-146,b,Kepler-146 b,Transit,,3.710
Kepler-146,c,Kepler-146 c,Transit,,3.130
Kepler-1460,b,Kepler-1460 b,Transit,,1.960
Kepler-1461,b,Kepler-1461 b,Transit,,2.030
Kepler-1462,b,Kepler-1462 b,Transit,,3.820
Kepler-1463,b,Kepler-1463 b,Transit,,1.860
Kepler-1464,b,Kepler-1464 b,Transit,,1.660
Kepler-1464,c,Kepler-1464 c,Transit,,1.000
Kepler-1465,b,Kepler-1465 b,Transit,,1.770
Kepler-1466,b,Kepler-1466 b,Transit,,1.550
Kepler-1467,b,Kepler-1467 b,Transit,,3.300
